URL handle,Title,SKU,Option1 name,Option1 value,Tags
red-lines-porcelain-dinner-plate-10-6-in-27-cm,"Red Lines Porcelain Dinner Plate, 10.6 in (27 cm)",28569,Title,Default Title,"Dinner Plate, White, Porcelain, New Bone China, LINEAS, Coastal, Classic/Heritage, Mediterranean, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Christmas, Valentine's Day, Wedding Season, The Dinner Party, Weekend Gatherings, The Art of the Table, 100% porcelain; New bone china, cat:tabletop, cat:new-arrivals"
lines-blue-and-white-dinner-plate-10-6-in,"Lines Blue and White Dinner Plate, 10.6 in",28570,Title,Default Title,"Dinner Plate, White, Porcelain, New Bone China, LINEAS, Coastal, Classic/Heritage, Minimalist, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Thanksgiving, Christmas, Wedding Season, The Sunday Table, Weekend Gatherings, The Art of the Table, 100% porcelain New Bone China; open-stock single plate for replacement or set building, cat:tabletop, cat:new-arrivals"
lines-green-striped-porcelain-dinner-plate-10-6-in,"Lines Green Striped Porcelain Dinner Plate, 10.6 in",28571,Title,Default Title,"Dinner Plate, White, Porcelain, New Bone China, LINEAS, Mediterranean, Coastal, Classic/Heritage, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Wedding Season, Thanksgiving, Christmas, The Sunday Table, Weekend Gatherings, The Art of the Table, 100% porcelain; New Bone China porcelain, cat:tabletop, cat:new-arrivals"
granite-induction-stovetop-kettle,Granite Induction Stovetop Kettle,28572,Title,Default Title,"Stovetop Kettle, Charcoal gray with white speckles, Aluminum, Baquelita, Steel, Inoxiable, GRANITO, Organic Modern, Minimalist, Wabi-Sabi, Housewarming, Hostess Gift, Self-Gift, Coffee & Tea, Everyday Use, Gifting, Mother's Day, Christmas, Wedding Season, The Tea Ritual, The Coffee Ritual, Slow Mornings, Induction-compatible; 57.5 fl oz (1.7 L) capacity; Bakelite handle, cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
versalles-multicolor-porcelain-salad-plates-set-of-4,"Versalles Multicolor Porcelain Salad Plates, Set of 4",28591,Title,Default Title,"Salad Plate, Multicolor, Porcelain, VERSALLES, Classic/Heritage, Coastal, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Wedding Season, Christmas, The Sunday Table, Weekend Gatherings, The Art of the Table, Certified lead- and cadmium-free; microwave- and dishwasher-safe, cat:tabletop, cat:gifts, cat:new-arrivals, seg:season-opener"
versalles-porcelain-cup-and-saucer-set-of-4,Versalles Porcelain Cup and Saucer Set of 4,28592,Title,Default Title,"Cup and Saucer Set, Multicolor, Porcelain, VERSALLES, Classic/Heritage, Mediterranean, Organic Modern, Housewarming, Hostess Gift, Thank-You, Coffee & Tea, Entertaining, Gifting, Mother's Day, Christmas, Wedding Season, The Coffee Ritual, The Tea Ritual, Hostess Gifts, Certified lead- and cadmium-free porcelain; microwave- and dishwasher-safe., cat:tabletop, cat:gifts, cat:new-arrivals"
wild-soul-porcelain-dinner-plates-set-of-4,Wild Soul Porcelain Dinner Plates Set of 4,28593,Title,Default Title,"Dinner Plate, Multicolor, Porcelain, ALMA SILVESTRE, Classic/Heritage, Organic Modern, Wabi-Sabi, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Thanksgiving, Christmas, Wedding Season, The Dinner Party, The Sunday Table, Everyday Celebrations, Certified lead- and cadmium-free; microwave- and dishwasher-safe; 100% porcelain, cat:tabletop, cat:gifts, cat:new-arrivals"
wild-soul-multicolor-salad-plates-8-3-in-set-of-4,"Wild Soul Multicolor Salad Plates, 8.3 in, Set of 4",28594,Title,Default Title,"Salad Plate, Multicolor, Porcelain, ALMA SILVESTRE, Organic Modern, Wabi-Sabi, Minimalist, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Thanksgiving, Wedding Season, The Sunday Table, Weekend Brunch, Everyday Celebrations, Certified lead- and cadmium-free; microwave- and dishwasher-safe, cat:tabletop, cat:gifts, cat:new-arrivals"
alma-silvestre-porcelain-cup-saucer-set-of-4,Alma Silvestre Porcelain Cup & Saucer Set of 4,28595,Title,Default Title,"Cup & Saucer Set, Multicolor, Porcelain, ALMA SILVESTRE, Classic/Heritage, Organic Modern, Housewarming, Wedding, Hostess Gift, Coffee & Tea, Entertaining, Gifting, Mother's Day, Wedding Season, Christmas, The Tea Ritual, The Coffee Ritual, Hostess Gifts, Certified lead- and cadmium-free; microwave- and dishwasher-safe, cat:tabletop, cat:gifts, cat:new-arrivals, seg:weeknight-ceremony"
wild-soul-porcelain-bowls-6-7-in-set-of-4,"Wild Soul Porcelain Bowls, 6.7 in, Set of 4",28596,Title,Default Title,"Cereal Bowl, Multicolor, Porcelain, ALMA SILVESTRE, Organic Modern, Wabi-Sabi, Classic/Heritage, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Wedding Season, Mother's Day, Thanksgiving, The Sunday Table, Weekend Gatherings, The Host's Touch, Lead- and cadmium-free; microwave- and dishwasher-safe, cat:tabletop, cat:gifts, cat:new-arrivals, seg:season-opener, seg:the-first-kitchen"
fruit-porcelain-mugs-set-of-2,"Fruit Porcelain Mugs, Set of 2",28597,Title,Default Title,"Mug Set, Multicolor, Porcelain, FRUTAL, Classic/Heritage, Mediterranean, Organic Modern, Housewarming, Thank-You, Hostess Gift, Coffee & Tea, Entertaining, Gifting, Mother's Day, Wedding Season, The Coffee Ritual, The Tea Ritual, Hostess Gifts, Lead- and cadmium-free porcelain; generous 14.5 fl oz (430 mL) capacity, cat:tabletop, cat:gifts, cat:new-arrivals, seg:someone-in-mind, seg:weeknight-ceremony"
fruit-collection-porcelain-serving-bowl-8-7-in,"Fruit Collection Porcelain Serving Bowl, 8.7 in",28598,Title,Default Title,"Serving Bowl, Multicolor, Porcelain, FRUTAL, Mediterranean, Classic/Heritage, Organic Modern, Housewarming, Hostess Gift, Thank-You, Entertaining, Serving, Gifting, Mother's Day, Thanksgiving, Wedding Season, The Sunday Table, Weekend Gatherings, A Gift with a Story, Lead- and cadmium-free porcelain; 23.7 fl oz (700 mL) capacity, cat:tabletop, cat:new-arrivals"
citrus-porcelain-serving-tray,Citrus Porcelain Serving Tray,28599,Title,Default Title,"Serving Tray, Multicolor, Porcelain, FRUTAL, Mediterranean, Classic/Heritage, Coastal, Housewarming, Hostess Gift, Thank-You, Entertaining, Serving, Gifting, Mother's Day, Easter, Wedding Season, Weekend Brunch, Cocktail Hour, The Host's Touch, Lead- and cadmium-free porcelain., cat:tabletop, cat:new-arrivals, seg:season-opener"
frutal-lidded-porcelain-sugar-bowl,Frutal Lidded Porcelain Sugar Bowl,28600,Title,Default Title,"Sugar Bowl, Multicolor, Porcelain, FRUTAL, Organic Modern, Mediterranean, Classic/Heritage, Housewarming, Hostess Gift, Thank-You, Coffee & Tea, Serving, Gifting, Thanksgiving, Wedding Season, The Coffee Ritual, The Tea Ritual, Hostess Gifts, Certified lead- and cadmium-free porcelain; fitted lid for covered sugar storage, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
fruit-collection-porcelain-creamer-pitcher,Fruit Collection Porcelain Creamer Pitcher,28601,Title,Default Title,"Creamer, Multicolor, Porcelain, FRUTAL, Classic/Heritage, Mediterranean, Organic Modern, Housewarming, Hostess Gift, Thank-You, Coffee & Tea, Serving, Entertaining, Mother's Day, Thanksgiving, Christmas, The Coffee Ritual, The Tea Ritual, The Sunday Table, Certified lead-free and cadmium-free porcelain; 100% porcelain., cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
frutal-porcelain-serving-pitcher,Frutal Porcelain Serving Pitcher,28602,Title,Default Title,"Serving Pitcher, Multicolor, Porcelain, FRUTAL, Organic Modern, Classic/Heritage, Mediterranean, Housewarming, Wedding, Hostess Gift, Entertaining, Serving, Gifting, Mother's Day, Thanksgiving, Wedding Season, The Sunday Table, Weekend Gatherings, The Art of the Table, Certified lead-free pitcher; cadmium-free certification; 100% porcelain, cat:tabletop, cat:new-arrivals, seg:season-opener, seg:the-first-kitchen, seg:the-full-table"
porcelain-bee-coffee-mug-with-floral-design,Porcelain Bee Coffee Mug with Floral Design,28603,Title,Default Title,"Coffee Mug, Multicolor, Porcelain, Organic Modern, Scandinavian, Classic/Heritage, Housewarming, Hostess Gift, Thank-You, Everyday Use, Coffee & Tea, Gifting, Mother's Day, Easter, Wedding Season, Slow Mornings, The Tea Ritual, The Thoughtful Thank-You, Certified lead- and cadmium-free; microwave- and dishwasher-safe, cat:tabletop, cat:new-arrivals, seg:weeknight-ceremony"
porcelain-ladybug-mug,Porcelain Ladybug Mug,28604,Title,Default Title,"Coffee Mug, Multicolor, Porcelain, Classic/Heritage, Scandinavian, Organic Modern, Housewarming, Thank-You, Hostess Gift, Everyday Use, Coffee & Tea, Gifting, Mother's Day, Christmas, Slow Mornings, The Coffee Ritual, The Tea Ritual, Certified lead- and cadmium-free porcelain; microwave- and dishwasher-safe, cat:tabletop, cat:new-arrivals"
duna-5-piece-removable-handle-pan-set-gray,"Duna 5-Piece Removable Handle Pan Set, Gray",28607,Title,Default Title,"Pan Set, Gray, Aluminum, Baquelita, Glass, Silicone, DUNA, Organic Modern, Minimalist, Japandi, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Mother's Day, Cooking Together, The Sunday Table, The Housewarming, Removable Bakelite handle; borosilicate glass lids, cat:kitchen, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-first-kitchen, seg:weeknight-ceremony"
stainless-steel-frying-pan-with-glass-lid-8-7-in-22-cm,"Stainless Steel Frying Pan with Glass Lid, 8.7 in (22 cm)",28608,Title,Default Title,"Frying Pan, Silver, Glass, Stainless steel, OLLAS ACERO INOXIDABLE, Minimalist, Scandinavian, Organic Modern, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Mother's Day, Father's Day, Cooking Together, Slow Mornings, The Sunday Table, Stainless steel body; borosilicate glass cover; coated cooking surface, cat:kitchen, cat:new-arrivals, seg:the-first-kitchen, seg:weeknight-ceremony"
10-2-in-stainless-steel-frying-pan-with-glass-lid,10.2 in Stainless Steel Frying Pan with Glass Lid,28609,Title,Default Title,"Frying Pan with Lid, Silver, Glass, Stainless steel, OLLAS ACERO INOXIDABLE, Minimalist, Organic Modern, Classic/Heritage, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Christmas, Cooking Together, The Dinner Party, The Housewarming, Borosilicate glass lid; stainless steel construction, cat:kitchen, cat:new-arrivals, seg:the-first-kitchen, seg:weeknight-ceremony"
round-coated-stainless-steel-griddle-pan-9-4-in-24-cm,"Round Coated Stainless Steel Griddle Pan, 9.4 in (24 cm)",28610,Title,Default Title,"Griddle Pan, Silver, Stainless steel, OLLAS ACERO INOXIDABLE, Minimalist, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Cooking & Baking, Gifting, Mother's Day, Father's Day, Wedding Season, Slow Mornings, Weekend Brunch, Cooking Together, Compact stainless steel build with a coated cooking surface, cat:kitchen, cat:new-arrivals, seg:the-first-kitchen, seg:weeknight-ceremony"
stainless-steel-braiser-pot-with-glass-lid-3-4-qt,"Stainless Steel Braiser Pot with Glass Lid, 3.4 qt",28611,Title,Default Title,"Braiser Pot, Silver, Glass, Stainless steel, OLLAS ACERO INOXIDABLE, Minimalist, Scandinavian, Organic Modern, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Serving, Wedding Season, Thanksgiving, Christmas, Cooking Together, The Sunday Table, Weekend Gatherings, Stainless steel body; borosilicate glass lid for visible cooking, cat:kitchen, cat:new-arrivals, seg:the-first-kitchen, seg:weeknight-ceremony"
black-aluminum-frying-pan-with-glass-lid-7-1-in-18-cm,"Black Aluminum Frying Pan with Glass Lid, 7.1 in (18 cm)",28612,Title,Default Title,"Frying Pan, Black, Aluminum, Baquelita, Glass, Silicone, ALUMINIO NEGRO, Minimalist, Organic Modern, Japandi, Housewarming, Self-Gift, Hostess Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, A Table for One, The Overnight Guest, Aluminum body with coated cooking surface; borosilicate glass lid, cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
black-aluminum-frying-pan-with-lid-8-7-in-22-cm,"Black Aluminum Frying Pan with Lid, 8.7 in (22 cm)",28613,Title,Default Title,"Frying Pan with Lid, Black, Aluminum, Baquelita, Glass, Silicone, ALUMINIO NEGRO, Minimalist, Organic Modern, Japandi, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Slow Mornings, Cooking Together, The Housewarming, Quick-heating aluminum body; clear borosilicate glass lid, cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
mahogany-7-9-in-20-cm-aluminum-frying-pan,Mahogany 7.9 in (20 cm) Aluminum Frying Pan,28615,Title,Default Title,"Frying Pan, Beige, Alumino, Baquelita, CAOBA, Organic Modern, Minimalist, Japandi, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, A Table for One, Cooking Together, The Housewarming, Coated aluminum body; Bakelite handle., cat:kitchen, cat:new-arrivals, seg:the-first-kitchen"
mahogany-beige-nonstick-fry-pan-9-4-in-24-cm,"Mahogany Beige Nonstick Fry Pan, 9.4 in (24 cm)",28616,Title,Default Title,"Fry Pan, Beige, Alumino, Baquelita, CAOBA, Organic Modern, Minimalist, Scandinavian, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Slow Mornings, Cooking Together, The Overnight Guest, Nonstick coated aluminum; bakelite handle, cat:kitchen, cat:new-arrivals, seg:the-first-kitchen, seg:weeknight-ceremony"
zen-beige-woven-placemat,Zen Beige Woven Placemat,28617,Title,Default Title,"Placemat, Beige, Papel, Polietileno, ZEN, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Just Because, Everyday Use, Entertaining, Serving, Thanksgiving, Wedding Season, The Sunday Table, Weekend Brunch, The Art of the Table, Wipe-clean care with a soft cloth; 80% paper and 20% polyethylene construction, cat:tabletop, cat:new-arrivals, seg:the-full-table"
zen-green-placemat-woven-table-mat,"Zen Green Placemat, Woven Table Mat",28618,Title,Default Title,"Placemat, Green, Papel, Polietileno, ZEN, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Wedding, Everyday Use, Entertaining, Gifting, Thanksgiving, Christmas, Wedding Season, The Sunday Table, Weekend Gatherings, The Art of the Table, Wipe-clean surface; textured 80% paper and 20% polyethylene construction, cat:tabletop, cat:new-arrivals"
zen-brown-taupe-woven-placemat,Zen Brown Taupe Woven Placemat,28619,Title,Default Title,"Placemat, Taupe, Papel, Polietileno, ZEN, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, The Sunday Table, Weekend Gatherings, Everyday Celebrations, Wipe-clean surface; 80% paper and 20% polyethylene construction, cat:tabletop, cat:new-arrivals"
brown-woven-polyester-placemat,Brown Woven Polyester Placemat,28621,Title,Default Title,"Placemat, Brown, Polyester, LINEA, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Thank-You, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, The Sunday Table, Weekend Gatherings, The Art of the Table, 100% polyester; wipes clean with a soft cloth, cat:tabletop, cat:new-arrivals, seg:the-full-table"
natural-round-corn-husk-placemat,Natural Round Corn Husk Placemat,28622,Title,Default Title,"Placemat, Natural, Hoja, Maiz, Organic Modern, Wabi-Sabi, Coastal, Housewarming, Hostess Gift, Just Because, Everyday Use, Entertaining, Décor & Styling, Thanksgiving, Wedding Season, The Sunday Table, Weekend Gatherings, The Host's Touch, 100% corn husk; cleans with a soft cloth, cat:tabletop, cat:new-arrivals"
versalles-porcelain-dinner-plates-set-of-4-10-6-in,"Versalles Porcelain Dinner Plates, Set of 4, 10.6 in",28643,Title,Default Title,"Dinner Plate, Multicolor, Porcelain, VERSALLES, Classic/Heritage, Mediterranean, Coastal, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, The Art of the Table, Lead-free porcelain plates; cadmium-free; microwave- and dishwasher-safe., cat:tabletop, cat:gifts, cat:new-arrivals"
brown-lines-10-6-in-dinner-plate,Brown Lines 10.6 in Dinner Plate,28648,Title,Default Title,"Dinner Plate, White, LINEAS, Organic Modern, Minimalist, Mediterranean, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Thanksgiving, Christmas, Wedding Season, The Sunday Table, The Dinner Party, The Art of the Table, Graphic brown rim lines; 10.6 in (27 cm) dining surface, cat:tabletop, cat:new-arrivals"
glass-candleholder-sonic-brown,"Glass Candleholder, Sonic Brown",28651,Title,Default Title,"Candle Holder, Brown, Glass, Soda, Lime, Organic Modern, Minimalist, Bauhaus, Housewarming, Hostess Gift, Just Because, Décor & Styling, Entertaining, Gifting, Thanksgiving, Christmas, New Year, Candlelit Dinners, Slow Evenings, The Host's Touch, 100% soda-lime glass; compact sculptural form, cat:decor, cat:new-arrivals"
sonic-gray-glass-candleholder,Sonic Gray Glass Candleholder,28652,Title,Default Title,"Candleholder, Gray, Glass, Soda, Lime, Organic Modern, Minimalist, Wabi-Sabi, Housewarming, Hostess Gift, Just Because, Décor & Styling, Entertaining, Gifting, Christmas, Hanukkah, Thanksgiving, Candlelit Dinners, Slow Evenings, The Host's Touch, 100% soda-lime glass; compact sculptural profile, cat:decor, cat:new-arrivals"
falena-green-glass-decorative-vase,Falena Green Glass Decorative Vase,28653,Title,Default Title,"Decorative Vase, Green, Glass, Soda, Lime, Organic Modern, Mid-Century, Minimalist, Housewarming, Hostess Gift, Thank-You, Décor & Styling, Entertaining, Gifting, Mother's Day, Wedding Season, Flowers on the Table, The Collected Home, Hostess Gifts, 100% soda-lime glass; 79.5 fl oz (2, 350 mL) capacity; indoor decorative use, cat:decor, cat:new-arrivals, seg:someone-in-mind"
armata-gray-glass-vase,Armata Gray Glass Vase,28657,Title,Default Title,"Decorative Vase, Gray, Glass, Soda, Lime, Organic Modern, Minimalist, Coastal, Housewarming, Hostess Gift, Thank-You, Décor & Styling, Everyday Use, Gifting, Wedding Season, Flowers on the Table, The Art of the Table, The Collected Home, 100% soda-lime glass; 84.5 fl oz (2500 mL) capacity., cat:decor, cat:new-arrivals"
rando-small-brown-decorative-glass-vase,Rando Small Brown Decorative Glass Vase,28658,Title,Default Title,"Decorative Vase, Brown, Glass, Soda, Lime, Organic Modern, Wabi-Sabi, Minimalist, Housewarming, Hostess Gift, Thank-You, Décor & Styling, Gifting, Everyday Use, Mother's Day, Wedding Season, Flowers on the Table, The Art of the Table, The Housewarming, 100% soda-lime glass; compact 22.0 fl oz (650 mL) capacity, cat:decor, cat:new-arrivals"
rando-large-brown-glass-vase,Rando Large Brown Glass Vase,28659,Title,Default Title,"Decorative Vase, Brown, Glass, Soda, Lime, Organic Modern, Wabi-Sabi, Minimalist, Housewarming, Hostess Gift, Self-Gift, Décor & Styling, Entertaining, Gifting, Mother's Day, Thanksgiving, Wedding Season, Flowers on the Table, The Art of the Table, The Collected Home, 100% soda-lime glass; generous 37.2 fl oz (1.1 L) capacity, cat:decor, cat:new-arrivals"
small-green-glass-tree-candle-holder,Small Green Glass Tree Candle Holder,28660,Title,Default Title,"Votive Candle Holder, Green, Glass, Soda, Lime, Organic Modern, Scandinavian, Wabi-Sabi, Housewarming, Hostess Gift, Holiday Gift, Décor & Styling, Entertaining, Gifting, Christmas, Thanksgiving, Candlelit Dinners, Holiday Traditions, The Host's Touch, 100% soda-lime glass; compact green tree form for indoor candlelight., cat:decor, cat:new-arrivals, seg:someone-in-mind"
green-tree-glass-candle-holder-large,"Green Tree Glass Candle Holder, Large",28661,Title,Default Title,"Candle Holder, Green, Glass, Soda, Lime, Organic Modern, Scandinavian, Wabi-Sabi, Housewarming, Hostess Gift, Holiday Gift, Décor & Styling, Entertaining, Gifting, Christmas, Thanksgiving, Slow Evenings, Candlelit Dinners, The Host's Touch, 100% soda-lime glass; indoor decorative use; hand wash recommended, cat:decor, cat:new-arrivals"
belina-brown-glass-candle-holder,Belina Brown Glass Candle Holder,28662,Title,Default Title,"Candle Holder, Brown, Glass, Soda, Lime, Organic Modern, Wabi-Sabi, Minimalist, Housewarming, Hostess Gift, Self-Gift, Décor & Styling, Entertaining, Gifting, Thanksgiving, Christmas, Wedding Season, Candlelit Dinners, Slow Evenings, The Host's Touch, 100% soda-lime glass; compact sculptural profile; indoor decorative use, cat:decor, cat:new-arrivals"
belina-gray-glass-candle-holder,Belina Gray Glass Candle Holder,28663,Title,Default Title,"Candle Holder, Gray, Glass, Soda, Lime, Organic Modern, Minimalist, Wabi-Sabi, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Décor & Styling, Gifting, Thanksgiving, Christmas, New Year, Candlelit Dinners, Slow Evenings, The Host's Touch, 100% soda-lime glass; hand wash with cool water and dry immediately, cat:decor, cat:new-arrivals"
destine-brown-glass-candleholder,Destine Brown Glass Candleholder,28664,Title,Default Title,"Candle Holder, Brown, Glass, Soda, Lime, Organic Modern, Minimalist, Wabi-Sabi, Housewarming, Hostess Gift, Thank-You, Décor & Styling, Entertaining, Gifting, Thanksgiving, Christmas, New Year, Candlelit Dinners, The Host's Touch, The Housewarming, 100% soda-lime glass; compact 2.0 in (5 cm) footprint., cat:decor, cat:new-arrivals"
destine-gray-glass-candleholder,Destine Gray Glass Candleholder,28665,Title,Default Title,"Candleholder, Gray, Glass, Soda, Lime, Minimalist, Organic Modern, Housewarming, Hostess Gift, Thank-You, Décor & Styling, Entertaining, Gifting, Christmas, Thanksgiving, New Year, Candlelit Dinners, Slow Evenings, The Host's Touch, 100% soda-lime glass; compact faceted form, cat:decor, cat:new-arrivals"
nonna-brown-glass-candleholder,Nonna Brown Glass Candleholder,28666,Title,Default Title,"Candle Holder, Brown, Glass, Soda, Lime, Organic Modern, Wabi-Sabi, Minimalist, Housewarming, Hostess Gift, Just Because, Décor & Styling, Entertaining, Gifting, Thanksgiving, Christmas, New Year, Candlelit Dinners, The Dinner Party, The Host's Touch, 100% soda-lime glass; compact indoor décor with hand-wash care, cat:decor, cat:new-arrivals, seg:someone-in-mind, seg:the-full-table"
nonna-gray-glass-taper-candle-holder,Nonna Gray Glass Taper Candle Holder,28667,Title,Default Title,"Taper Candle Holder, Gray, Glass, Soda, Lime, Classic/Heritage, Minimalist, Scandinavian, Housewarming, Hostess Gift, Holiday Gift, Décor & Styling, Entertaining, Gifting, Christmas, Thanksgiving, New Year, Candlelit Dinners, The Dinner Party, Holiday Traditions, 100% soda-lime glass; compact single-candle form; hand-wash care., cat:decor, cat:new-arrivals, seg:someone-in-mind, seg:the-full-table"
ovni-crystal-wine-glasses-24-7-fl-oz-730-ml-set-of-2,"Ovni Crystal Wine Glasses, 24.7 fl oz (730 mL), Set of 2",28670,Title,Default Title,"Wine Glass, Clear, Cristal, OVNI, Organic Modern, Minimalist, Classic/Heritage, Housewarming, Wedding, Hostess Gift, Entertaining, Dinner Party, Bar & Barware, New Year, Thanksgiving, Wedding Season, Wine Night, The Dinner Party, The Well-Set Bar, 100% crystal; generous 24.7 fl oz (730 mL) capacity, cat:bar-glassware, cat:gifts, cat:new-arrivals"
vega-crystal-tumbler-set-of-2,Vega Crystal Tumbler Set of 2,28672,Title,Default Title,"Tumbler, Clear, Cristal, VEGA, Minimalist, Classic/Heritage, Organic Modern, Housewarming, Wedding, Hostess Gift, Entertaining, Cocktail Hour, Bar & Barware, Wedding Season, New Year, The Dinner Party, The Well-Set Bar, 100% crystal; generous 17.9 fl oz (530 mL) capacity, cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
avant-crystal-wine-glasses-set-of-2,Avant Crystal Wine Glasses Set of 2,28673,Title,Default Title,"Wine Glass, Clear, Cristal, AVANT, Minimalist, Classic/Heritage, Organic Modern, Housewarming, Wedding, Hostess Gift, Entertaining, Dinner Party, Bar & Barware, New Year, Wedding Season, Wine Night, The Dinner Party, The Well-Set Bar, 100% crystal; clear finish; matched set of 2, cat:bar-glassware, cat:gifts, cat:new-arrivals"
totem-electric-salt-pepper-mill,Totem Electric Salt & Pepper Mill,28689,Title,Default Title,"Electric Salt & Pepper Mill, Natural, Bamboo, Ceramic, Copper, Aluminum, Stainless steel, BAMBU, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Entertaining, Serving, Wedding Season, Christmas, Cooking Together, The Dinner Party, The Host's Touch, Electric operation for reduced hand-twisting; bamboo construction with ceramic grinding component, cat:tabletop, cat:new-arrivals"
natural-bamboo-paper-towel-holder,Natural Bamboo Paper Towel Holder,28690,Title,Default Title,"Paper Towel Holder, Natural, Bamboo, Iron, BAMBU, Organic Modern, Scandinavian, Japandi, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Cooking Together, Open-Door Hospitality, The Host's Touch, 98% bamboo with 2% iron; compact freestanding footprint, cat:kitchen, cat:new-arrivals"
acacia-wood-salad-servers-with-ribbon-set-of-2,"Acacia Wood Salad Servers with Ribbon, Set of 2",28691,Title,Default Title,"Salad Servers, Natural, Wood, Acacia, ACACIA, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Thank-You, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, The Sunday Table, Weekend Gatherings, Hostess Gifts, 100% acacia wood; ribbon-tied set of 2, cat:tabletop, cat:gifts, cat:new-arrivals"
tree-shaped-bamboo-skewers-set-of-100,"Tree-Shaped Bamboo Skewers, Set of 100",28692,Title,Default Title,"Appetizer Pick, Natural, Bamboo, Wood, Dura, Organic Modern, Scandinavian, Minimalist, Hostess Gift, Housewarming, Thank-You, Entertaining, Cocktail Hour, Serving, Christmas, Thanksgiving, Weekend Gatherings, The Host's Touch, Natural bamboo and hardwood; 100-piece set; decorative tree-shaped top, cat:tabletop, cat:gifts, cat:new-arrivals"
kioto-7-9-in-20-cm-porcelain-bowl-white,"Kioto 7.9 in (20 cm) Porcelain Bowl, White",28705,Title,Default Title,"Bowl, White, Porcelain, KIOTO, Japandi, Minimalist, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Serving, Thanksgiving, Wedding Season, The Sunday Table, The Dinner Party, Open-Door Hospitality, 100% porcelain in white., cat:tabletop, cat:new-arrivals, seg:the-first-kitchen, seg:the-full-table"
cosmos-glass-tumbler-set-11-8-fl-oz-set-of-2,"Cosmos Glass Tumbler Set, 11.8 fl oz, Set of 2",28712,Title,Default Title,"Tumbler Glass, Clear, COSMOS, Classic/Heritage, Minimalist, Bauhaus, Housewarming, Hostess Gift, Thank-You, Bar & Barware, Entertaining, Gifting, Wedding Season, New Year, Cocktail Hour, The Well-Set Bar, Hostess Gifts, Clear glass with gold-dot detail; matched set of 2, cat:bar-glassware, cat:gifts, cat:new-arrivals"
cosmos-gold-dot-wine-glasses-set-of-2-15-oz,"Cosmos Gold Dot Wine Glasses Set of 2, 15 oz",28713,Title,Default Title,"Wine Glass, Clear, COSMOS, Classic/Heritage, Minimalist, Housewarming, Wedding, Hostess Gift, Entertaining, Bar & Barware, Gifting, New Year, Wedding Season, Wine Night, The Dinner Party, The Host's Touch, 15.0 fl oz capacity; clear glass with gold dots, cat:bar-glassware, cat:gifts, cat:new-arrivals"
