URL handle,Title,Tags,Status
stainless-steel-ice-cubes-with-tongs-set-of-7,"Stainless Steel Ice Cubes with Tongs, Set of 7","Bar & Barware, Birthday, cat:bar-glassware, cat:gifts, cat:new-arrivals, Christmas, Cocktail Hour, Father's Day, Gifting, Hostess Gift, Housewarming, Mid-Century, Minimalist, Organic Modern, Reusable stainless steel; includes tongs for clean handling., seg:season-opener, Silver, Stainless steel, The Nightcap, The Well-Set Bar, Wedding Season, Whiskey Stones, kit:eligible",Active
stainless-steel-kitchen-scale-11-lb,"Stainless Steel Kitchen Scale, 11 lb","11 lb (5 kg) maximum capacity; stainless steel and tempered glass construction, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Digital Kitchen Scale, Everyday Use, Galvanizado, Gifting, Glass, GRAMERA, Housewarming, Minimalist, Organic Modern, Plastic, Recipes Worth Passing Down, Scandinavian, seg:the-first-kitchen, Self-Gift, Silicone, Silver, Stainless steel, Templado, The Host's Touch, Wedding, Wedding Season, kit:eligible",Active
stainless-steel-manual-knife-sharpener,Stainless Steel Manual Knife Sharpener,"cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Father's Day, Gifting, Hostess Gift, Housewarming, Knife Sharpener, Minimalist, Open-Door Hospitality, Organic Modern, Self-Gift, Silver, Stainless steel, Stainless steel construction; 10 to 15 pass sharpening action, The Host's Touch, Wedding Season, kit:eligible",Active
stainless-steel-meat-and-bbq-thermometer,Stainless Steel Meat and BBQ Thermometer,"BBQ, cat:new-arrivals, cat:outdoor, Classic/Heritage, Cooking & Baking, Cooking Together, Entertaining, Father's Day, Fourth of July, Hostess Gift, Housewarming, Meat Thermometer, Minimalist, Outdoor & Patio, Red, Self-Gift, Silver, Stainless steel, Stainless steel construction; oven and BBQ use, Thanksgiving, The Backyard BBQ, The Host's Touch, kit:eligible",Active
stainless-steel-mesh-strainer-with-wood-handle,Stainless Steel Mesh Strainer with Wood Handle,"cat:kitchen, cat:new-arrivals, Classic/Heritage, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Hostess Gift, Housewarming, Mesh Strainer, Minimalist, Organic Modern, Self-Gift, Silver, Stainless steel, Stainless steel body; wood handle, The Host's Touch, The Sunday Table, Wedding Season, Wood, kit:eligible",Active
stainless-steel-mini-mesh-strainer,Stainless Steel Mini Mesh Strainer,"100% 201 stainless steel; dishwasher-safe, cat:kitchen, cat:new-arrivals, Coffee & Tea, Cooking & Baking, Cooking Together, Everyday Use, Graduation Season, Hostess Gift, Housewarming, Mesh Strainer, Minimalist, Scandinavian, seg:weeknight-ceremony, Self-Gift, Silver, Stainless steel, The Host's Touch, The Tea Ritual, Wedding Season, kit:eligible",Active
stainless-steel-non-slip-mixing-bowl-with-lid,Stainless Steel Non-Slip Mixing Bowl with Lid,"cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Housewarming, Minimalist, Mixing Bowl, Non-slip silicone base; polyethylene lid for covered storage, Organic Modern, Polietileno, Scandinavian, seg:weeknight-ceremony, Self-Gift, Serving, Silicone, Silver, Ss, Stainless steel, Thank-You, The Host's Touch, The Sunday Table, Wedding Season, kit:eligible",Active
stainless-steel-pizza-cutter-wheel,Stainless Steel Pizza Cutter Wheel,"cat:kitchen, cat:new-arrivals, Classic/Heritage, Entertaining, Everyday Use, Graduation Season, Hostess Gift, Housewarming, Minimalist, Open-Door Hospitality, Organic Modern, Pizza Cutter, seg:first-dinner-party, Self-Gift, Serving, Silver, Stainless steel, Stainless steel construction; sharp rotating blade; two-sided finger guard, The Dinner Party, Wedding Season, Weekend Gatherings, kit:eligible",Active
stainless-steel-potato-ricer-masher,Stainless Steel Potato Ricer & Masher,"cat:kitchen, cat:new-arrivals, Christmas, Classic/Heritage, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Hostess Gift, Housewarming, Minimalist, Organic Modern, Potato Ricer, seg:the-first-kitchen, seg:weeknight-ceremony, Silver, Stainless steel, Stainless steel; removable fine-hole cup for cleaning., Thanksgiving, The Sunday Table, Wedding, Wedding Season, kit:eligible",Active
stainless-steel-round-food-molds-set-of-3,"Stainless Steel Round Food Molds, Set of 3","cat:gifts, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Entertaining, Hostess Gift, Housewarming, Minimalist, Organic Modern, Plating Ring Set, Scandinavian, seg:first-dinner-party, seg:the-full-table, seg:weeknight-ceremony, Self-Gift, Serving, Silver, Stainless steel, Stainless steel; three graduated sizes; compact nesting design, The Dinner Party, The Host's Touch, Wedding Season, kit:eligible",Active
stainless-steel-serrated-bread-knife-8-in-20-32-cm,"Stainless Steel Serrated Bread Knife, 8 in (20.32 cm)","Bread Knife, cat:kitchen, cat:new-arrivals, Everyday Use, Gifting, Hostess Gift, Housewarming, Minimalist, Scandinavian, Serving, Silver, Stainless steel, Stainless steel serrated blade; dishwasher-safe., The Host's Touch, The Sunday Table, Wedding, Wedding Season, Weekend Gatherings, kit:eligible",Active
stainless-steel-spiral-bbq-skewers-set-of-4,"Stainless Steel Spiral BBQ Skewers, Set of 4","BBQ, BBQ Skewer Set, cat:gifts, cat:new-arrivals, cat:outdoor, Entertaining, Fourth of July, Hostess Gift, Housewarming, Minimalist, Organic Modern, Outdoor & Patio, Outdoor Living, Reusable stainless steel; 16.9 in (43 cm) grilling reach; set of 4, seg:season-opener, Serving, Silver, Stainless steel, The Backyard BBQ, Weekend Gatherings, kit:eligible",Active
stainless-steel-splatter-screen-11-8-in,"Stainless Steel Splatter Screen, 11.8 in","201 stainless steel; vented mesh helps reduce oil splatter while steam escapes., cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Father's Day, Gifting, Hostess Gift, Housewarming, Minimalist, Mother's Day, Organic Modern, Self-Gift, Silver, Splatter Screen, Stainless steel, The Housewarming, The Sunday Table, Wedding Season, kit:eligible",Active
stainless-steel-straw-set-with-cleaning-brush-set-of-5,"Stainless Steel Straw Set with Cleaning Brush, Set of 5","Bar & Barware, cat:bar-glassware, cat:gifts, cat:new-arrivals, Cocktail Hour, Everyday Use, Hostess Gift, Hostess Gifts, Housewarming, Minimalist, Organic Modern, Reusable Straw Set, Scandinavian, seg:first-dinner-party, seg:season-opener, Silver, Stainless steel, Stainless steel; reusable; cleaning brush included., Thank-You, The Well-Set Bar, kit:eligible",Active
stainless-steel-tea-infuser-ball-with-chain-1-7-in,"Stainless Steel Tea Infuser Ball with Chain, 1.7 in","cat:new-arrivals, cat:tabletop, Christmas, Coffee & Tea, Everyday Use, Gifting, Hostess Gift, Hostess Gifts, Japandi, Just Because, Minimalist, Mother's Day, Reusable stainless steel; chain-and-hook removal, Scandinavian, seg:weeknight-ceremony, Silver, Slow Mornings, Stainless steel, Tea Infuser, Thank-You, The Tea Ritual, kit:eligible",Active
stainless-steel-tea-infuser-tongs-1-6-in,"Stainless Steel Tea Infuser Tongs, 1.6 in","cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Coffee & Tea, Dishwasher-safe stainless steel; one-cup mesh ball with tong handle, Everyday Use, Gifting, Hanukkah, Hostess Gift, Hostess Gifts, Just Because, Minimalist, Mother's Day, Scandinavian, seg:weeknight-ceremony, Silver, Slow Mornings, Stainless steel, Tea Infuser Tongs, Thank-You, The Tea Ritual, kit:eligible",Active
stainless-steel-utility-knife-for-food-prep,Stainless Steel Utility Knife for Food Prep,"100% stainless steel construction; slim food-only blade for controlled prep, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Hostess Gift, Hostess Gifts, Housewarming, Minimalist, Organic Modern, Self-Gift, Silver, Stainless steel, The Host's Touch, Utility Knife, Wedding Season, kit:eligible",Active
stainless-steel-vertical-vegetable-peeler,Stainless Steel Vertical Vegetable Peeler,"Abs, Black, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Hostess Gift, Hostess Gifts, Housewarming, Minimalist, Organic Modern, Plastic, Scandinavian, Self-Gift, Silver, Stainless steel, Stainless steel blade; removes extra-thin layers, Thanksgiving, The Sunday Table, Vegetable Peeler, kit:eligible",Active
stainless-steel-whistling-tea-kettle-50-7-fl-oz-1-5-l,"Stainless Steel Whistling Tea Kettle, 50.7 fl oz (1.5 L)","All-stovetop compatibility including induction; audible whistling spout., cat:new-arrivals, cat:tabletop, Christmas, Coffee & Tea, Everyday Use, Gifting, Hostess Gift, Housewarming, Minimalist, Mother's Day, Nailon, Organic Modern, Scandinavian, seg:the-first-kitchen, seg:weeknight-ceremony, Silver, Slow Mornings, Stainless steel, TETERA, The Coffee Ritual, The Tea Ritual, Wedding, Wedding Season, Whistling Tea Kettle, kit:eligible",Active
stainless-steel-wine-stopper-pourer,Stainless Steel Wine Stopper Pourer,"Bar & Barware, Bauhaus, Black, cat:bar-glassware, cat:new-arrivals, Christmas, Entertaining, Gifting, Hostess Gift, Hostess Gifts, Housewarming, Minimalist, New Year, Plastic, Scandinavian, seg:someone-in-mind, Silver, Stainless steel, Thank-You, Thanksgiving, The Dinner Party, Two-in-one pourer and stopper; drip-free lever pour for short-term storage., Wine Night, Wine Pourer/Stopper, kit:eligible",Active
stainless-steel-wing-corkscrew-wine-opener,Stainless Steel Wing Corkscrew Wine Opener,"Bar & Barware, cat:bar-glassware, cat:new-arrivals, Christmas, Classic/Heritage, Cocktail Hour, Entertaining, Father's Day, Gifting, Hostess Gift, Housewarming, Minimalist, seg:season-opener, Silver, Stainless steel, Stainless steel; self-aligning wing action; built-in bottle opener; soft-touch grip, The Well-Set Bar, Wedding, Wedding Season, Wine Night, Wing Corkscrew, kit:eligible",Active
stainless-steel-winged-corkscrew-with-bottle-opener,Stainless Steel Winged Corkscrew with Bottle Opener,"Bar & Barware, Built-in bottle opener; rubber-grip wings, cat:bar-glassware, cat:new-arrivals, Caucho, Christmas, Classic/Heritage, Entertaining, Father's Day, Gifting, Hostess Gift, Housewarming, Minimalist, seg:someone-in-mind, Self-Gift, Silver, Stainless steel, The Dinner Party, The Well-Set Bar, Wedding Season, Wine Night, Winged Corkscrew, kit:eligible",Active
stainless-steel-y-vegetable-peeler,Stainless Steel Y Vegetable Peeler,"Abs, Black, cat:kitchen, cat:new-arrivals, Cooking & Baking, Cooking Together, Everyday Use, Gifting, Hostess Gift, Housewarming, Minimalist, Organic Modern, Plastic, Recipes Worth Passing Down, Self-Gift, Silver, Stainless steel, Stainless steel and ABS plastic; straight Y-shaped blade; hanging loop., Thanksgiving, The Housewarming, Vegetable Peeler, kit:eligible",Active
standing-natural-grass-bear-figurine,Standing Natural Grass Bear Figurine,"cat:decor, cat:new-arrivals, Christmas, Decorative Figurine, Décor & Styling, Freestanding design; textured grass fiber over polyfoam., Gifting, Hierba, Holiday Gift, Hostess Gift, Housewarming, Natural, Objects with Stories, Organic Modern, Poliespuma, Scandinavian, Seasonal Tables, Special Occasion, Thanksgiving, The Collected Home, Wabi-Sabi, kit:eligible",Active
starfish-napkin-rings-set-of-4,"Starfish Napkin Rings, Set of 4","Blanca, cat:gifts, cat:new-arrivals, cat:tabletop, Coastal, Dinner Party, dry cloth., Décor & Styling, Entertaining, Fourth of July, Hostess Gift, Housewarming, Just Because, Minimalist, Napkin Ring, Organic Modern, Outdoor Living, Pvc, Resin, seg:someone-in-mind, Set of 4; white PVC and resin; wipe with a soft, Summer Entertaining, The Sunday Table, Wedding Season, kit:eligible",Active
starfish-wood-door-stop-wedge,Starfish Wood Door Stop Wedge,"Aluminum, cat:decor, cat:new-arrivals, Coastal, Door Stop Wedge, Décor & Styling, Everyday Use, Gifting, Gold, Hostess Gift, Housewarming, Natural, Natural Wood, No installation required; wood wedge with aluminum starfish detail, Objects with Stories, Open-Door Hospitality, Organic Modern, Thank-You, The Housewarming, Wabi-Sabi, Wood, kit:eligible",Active
stemmed-coffee-glasses-11-8-fl-oz-set-of-2,"Stemmed Coffee Glasses, 11.8 fl oz, Set of 2","cat:gifts, cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Clear, Clear glass; footed shape; boxed set of 2, Coffee & Tea, Everyday Use, Gifting, Glass, Glass Coffee Mug, Hostess Gift, Hostess Gifts, Housewarming, Minimalist, Scandinavian, seg:someone-in-mind, seg:weeknight-ceremony, Thank-You, The Coffee Ritual, Wedding Season, Weekend Brunch, kit:eligible",Active
straight-artificial-eucalyptus-branch-37-4-in,"Straight Artificial Eucalyptus Branch, 37.4 in","Artificial Branch, cat:decor, cat:new-arrivals, Décor & Styling, EUCALIPTO, Everyday Use, Flowers on the Table, Gifting, Green, Hostess Gift, Housewarming, Iron, Just Because, Minimalist, or special care required; does not attract insects., Organic Modern, Polietileno, Polyester, Realistic appearance; no water, Scandinavian, sunlight, The Collected Home, The Housewarming, Wedding Season, kit:eligible",Active
straw-brush-set-of-2-with-edge-cleaner,Straw Brush Set of 2 with Edge Cleaner,"and small crevices., Bar & Barware, cat:bar-glassware, cat:gifts, cat:new-arrivals, Cocktail Hour, Coffee & Tea, Everyday Use, Hostess Gift, Housewarming, Just Because, lid edges, Minimalist, Polypropylene, seg:first-dinner-party, seg:season-opener, Set of 2; slim design for straws, Silver, Stainless steel, Straw Cleaning Brush, The Coffee Ritual, The Well-Set Bar, kit:eligible",Active
strawberry-ceramic-coffee-cup-and-saucer-set-of-4-7-8-fl-oz,"Strawberry Ceramic Coffee Cup and Saucer Set of 4, 7.8 fl oz","cat:gifts, cat:new-arrivals, cat:tabletop, Ceramic, Classic/Heritage, Coffee & Tea, Cup & Saucer Set, Easter, Entertaining, FRESA, Gifting, Hostess Gift, Housewarming, Lead- and cadmium-free; microwave- and dishwasher-safe, Mother's Day, Multicolor, Organic Modern, Thank-You, The Coffee Ritual, The Tea Ritual, Wedding Season, Weekend Brunch, kit:eligible",Active
strawberry-ceramic-dinner-plates-10-6-in-set-of-2,"Strawberry Ceramic Dinner Plates, 10.6 in, Set of 2","cat:gifts, cat:new-arrivals, cat:tabletop, Ceramic, Classic/Heritage, Dinner Plate, Easter, Entertaining, Everyday Use, FRESA, Garden Parties, Hostess Gift, Housewarming, Lead- and cadmium-free ceramic; microwave- and dishwasher-safe, Mediterranean, Mother's Day, Multicolor, Organic Modern, Serving, Thank-You, The Sunday Table, Weekend Brunch, kit:eligible",Active
strawberry-ceramic-salad-plates-set-of-4-8-3-in,"Strawberry Ceramic Salad Plates Set of 4, 8.3 in","cat:gifts, cat:new-arrivals, cat:tabletop, Ceramic, Certified lead- and cadmium-free; microwave- and dishwasher-safe., Classic/Heritage, Coastal, Easter, Entertaining, Everyday Use, FRESA, Hostess Gift, Housewarming, Just Because, Mother's Day, Multicolor, Organic Modern, Salad Plate, Serving, The Art of the Table, The Sunday Table, Wedding Season, Weekend Brunch, kit:eligible",Active
strawberry-ceramic-serving-tray-13-in,"Strawberry Ceramic Serving Tray, 13 in","Birthday, cat:new-arrivals, cat:tabletop, Ceramic, Coastal, Cocktail Hour, Easter, Entertaining, FRESA, Gifting, Hostess Gift, Housewarming, Lead- and cadmium-free; microwave- and dishwasher-safe, Mother's Day, Multicolor, Organic Modern, Serving, Serving Tray, The Host's Touch, Wabi-Sabi, Wedding Season, Weekend Brunch, kit:eligible",Active
strawberry-paper-napkins-set-of-20,"Strawberry Paper Napkins, Set of 20","100% paper; set of 20 disposable napkins, cat:gifts, cat:new-arrivals, cat:tabletop, Classic/Heritage, Coastal, Easter, Entertaining, Fourth of July, FRUTAS, Garden Parties, Gifting, Hostess Gift, Housewarming, Just Because, Mother's Day, Multicolor, Organic Modern, Papel, Paper Napkins, Serving, The Host's Touch, Weekend Brunch, kit:eligible",Active
striped-marble-and-wood-picture-frame-10-2-in,"Striped Marble and Wood Picture Frame, 10.2 in","A Gift with a Story, cat:decor, cat:new-arrivals, Christmas, Décor & Styling, Everyday Use, Gifting, Housewarming, Japandi, Minimalist, Mother's Day, Objects with Stories, Organic Modern, Picture Frame, Real marble and wood; striped front., seg:the-first-kitchen, Thank-You, The Collected Home, Wedding, Wedding Season, White and natural brown, kit:eligible",Active
striped-marble-and-wood-picture-frame-8-3-in,"Striped Marble and Wood Picture Frame, 8.3 in","cat:decor, cat:new-arrivals, Coastal, Décor & Styling, Everyday Use, Gifting, Housewarming, Japandi, Marble and wood construction; compact tabletop scale., Mother's Day, Objects with Stories, Organic Modern, Picture Frame, seg:the-first-kitchen, Thank-You, The Collected Home, The Housewarming, Wedding, Wedding Season, White marble and natural wood, kit:eligible",Active
tall-double-wall-glass-mugs-5-4-fl-oz-set-of-2,"Tall Double-Wall Glass Mugs, 5.4 fl oz, Set of 2","cat:gifts, cat:new-arrivals, cat:tabletop, Clear, Coffee & Tea, Double-wall borosilicate glass; insulated construction that helps reduce condensation and exterior heat transfer, Everyday Use, Father's Day, Gifting, Glass, Glass Mug, Hostess Gift, Hostess Gifts, Housewarming, Minimalist, Mother's Day, Organic Modern, Scandinavian, seg:weeknight-ceremony, Thank-You, The Coffee Ritual, The Tea Ritual, VIDRIO DOBLE PARED, kit:eligible",Active
tarren-beige-ceramic-vase-with-handles,Tarren Beige Ceramic Vase with Handles,"Beige, cat:decor, cat:new-arrivals, Ceramic, Decorative Vase, Décor & Styling, Entertaining, Gifting, Hostess Gift, Housewarming, Japandi, Objects with Stories, Organic Modern, Self-Gift, TARREN, Textured ceramic vase; compact 6.7 in (17 cm) height for shelves and side tables, The Collected Home, The Host's Touch, Wabi-Sabi, Wedding Season, kit:eligible",Active
tarren-large-beige-ceramic-vase-with-handles,Tarren Large Beige Ceramic Vase with Handles,"Beige, cat:decor, cat:new-arrivals, Ceramic, Ceramic with sculptural side handles; designed for indoor decorative use., Decorative Vase, Décor & Styling, Entertaining, Gifting, Hostess Gift, Housewarming, Minimalist, Mother's Day, Objects with Stories, Organic Modern, TARREN, The Collected Home, The Housewarming, Wabi-Sabi, Wedding, Wedding Season, kit:eligible",Active
teramo-round-water-hyacinth-placemat,Teramo Round Water Hyacinth Placemat,"98% water hyacinth; wipe clean with a soft cloth., cat:new-arrivals, cat:tabletop, Christmas, Coastal, Entertaining, Everyday Use, Hostess Gift, Housewarming, Jacinto, Natural, Organic Modern, Placemat, seg:the-first-kitchen, seg:the-full-table, Serving, Thanksgiving, The Art of the Table, The Sunday Table, Wabi-Sabi, Wedding, Wedding Season, Weekend Gatherings, Wood, kit:eligible",Active
tesoro-jungla-new-bone-china-cup-and-saucer-set-set-of-4,"Tesoro Jungla New Bone China Cup and Saucer Set, Set of 4","cat:gifts, cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Coffee & Tea, Cup and Saucer Set, Entertaining, Gifting, Hostess Gift, Hostess Gifts, Housewarming, Mediterranean, Mother's Day, Multicolor, New Bone China, Organic Modern, Porcelain, Service for four in 100% new bone china; matching saucers included, TESORO JUNGLA, Thank-You, The Coffee Ritual, The Tea Ritual, Wedding Season, kit:eligible",Active
tesoro-jungla-new-bone-china-plates-7-9-in-20-cm-set-of-4,"Tesoro Jungla New Bone China Plates, 7.9 in (20 cm), Set of 4","100% new bone china; assorted animal-and-floral designs, cat:gifts, cat:new-arrivals, cat:tabletop, Classic/Heritage, Dessert Plate, Entertaining, Gifting, Hostess Gift, Housewarming, Mediterranean, Multicolor, New Bone China, Organic Modern, Porcelain, seg:first-dinner-party, seg:season-opener, seg:the-full-table, Serving, TESORO JUNGLA, The Art of the Table, The Dinner Party, Wedding, Wedding Season, Weekend Gatherings, kit:eligible",Active
textured-stainless-steel-muddler,Textured Stainless Steel Muddler,"Bar & Barware, cat:bar-glassware, cat:new-arrivals, Cocktail Hour, Cocktail Muddler, Entertaining, Father's Day, Hostess Gift, Hostess Gifts, Housewarming, Mid-Century, Minimalist, New Year, Organic Modern, Polypropylene, seg:season-opener, Self-Gift, Silver, Stainless steel, Stainless steel handle; textured polypropylene head; soft grip; hand-wash care., The Well-Set Bar, Wedding Season, kit:eligible",Active
the-heirloom-box-family-recipe-card,The Heirloom Box & Family Recipe Card,kit:eligible,Active
tiger-wood-aluminum-door-wedge,Tiger Wood & Aluminum Door Wedge,"Aluminum, Brown, cat:decor, cat:new-arrivals, Classic/Heritage, Door Stop, Décor & Styling, Everyday Use, Gifting, Gold, Hostess Gift, Housewarming, No-install wood wedge with aluminum tiger accent, Organic Modern, Self-Gift, The Host's Touch, The Housewarming, The Overnight Guest, Wabi-Sabi, Wedding Season, Wood, kit:eligible",Active
toledo-embossed-vintage-wine-glasses-9-5-fl-oz-set-of-2,"Toledo Embossed Vintage Wine Glasses, 9.5 fl oz, Set of 2","Bar & Barware, cat:bar-glassware, cat:gifts, cat:new-arrivals, Classic/Heritage, Clear, Cocktail Hour, Dishwasher-safe clear glass; raised geometric relief., Entertaining, Glass, Hostess Gift, Housewarming, Minimalist, seg:season-opener, The Well-Set Bar, TOLEDO, Wedding, Wedding Season, Wine Glass, Wine Night, gift-glass",Active
toledo-textured-glass-tumblers-10-1-fl-oz-set-of-2,"Toledo Textured Glass Tumblers, 10.1 fl oz, Set of 2","Bar & Barware, Bauhaus, cat:bar-glassware, cat:gifts, cat:new-arrivals, Classic/Heritage, Clear, Cocktail Hour, Dishwasher-safe clear glass; raised relief texture for grip., Everyday Use, Glass, Hostess Gift, Hostess Gifts, Housewarming, Minimalist, New Year, seg:first-dinner-party, Self-Gift, The Nightcap, TOLEDO, Tumbler, Wedding Season, gift-glass",Active
tomato-ceramic-dinner-plates-set-of-2,"Tomato Ceramic Dinner Plates, Set of 2","cat:gifts, cat:new-arrivals, cat:tabletop, Ceramic, Christmas, Dinner Party, Dinner Plate, Entertaining, Everyday Celebrations, Everyday Use, Hostess Gift, Housewarming, HUERTO MESTIZO, Lead- and cadmium-free ceramic; microwave- and dishwasher-safe, Mediterranean, Organic Modern, Red, Thanksgiving, The Dinner Party, Wabi-Sabi, Wedding, Wedding Season, Weekend Gatherings, kit:eligible",Active
tomato-ceramic-salad-plates-set-of-2,"Tomato Ceramic Salad Plates, Set of 2","cat:gifts, cat:new-arrivals, cat:tabletop, Ceramic, Classic/Heritage, Everyday Use, Gifting, Hostess Gift, Housewarming, HUERTO MESTIZO, Just Because, Lead- and cadmium-free ceramic; microwave- and dishwasher-safe, Mediterranean, Mother's Day, Organic Modern, Red, Salad Plate, seg:someone-in-mind, Serving, The Art of the Table, The Sunday Table, Wedding Season, Weekend Brunch, kit:eligible",Active
tomato-paper-cocktail-napkins-set-of-20,"Tomato Paper Cocktail Napkins, Set of 20","100% paper; disposable cleanup, cat:gifts, cat:new-arrivals, cat:tabletop, Cocktail Hour, Entertaining, Fourth of July, Hostess Gift, Housewarming, Just Because, Mediterranean, Minimalist, Organic Modern, Papel, Paper Cocktail Napkins, Red, seg:season-opener, seg:someone-in-mind, Serving, The Backyard BBQ, Weekend Gatherings, kit:eligible",Active
totem-electric-salt-pepper-mill,Totem Electric Salt & Pepper Mill,"Aluminum, Bamboo, BAMBU, cat:new-arrivals, cat:tabletop, Ceramic, Christmas, Cooking Together, Copper, Electric operation for reduced hand-twisting; bamboo construction with ceramic grinding component, Electric Salt & Pepper Mill, Entertaining, Everyday Use, Hostess Gift, Housewarming, Japandi, Minimalist, Natural, Organic Modern, Self-Gift, Serving, Stainless steel, The Dinner Party, The Host's Touch, Wedding Season, kit:eligible",Active
trattoria-9-1-in-porcelain-pasta-bowls-set-of-4,"Trattoria 9.1 in Porcelain Pasta Bowls, Set of 4","and dishwasher-safe., cat:gifts, cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Entertaining, Everyday Use, Hostess Gift, Housewarming, Lead- and cadmium-free porcelain; microwave-, Mediterranean, Multicolor, Organic Modern, oven-, Pasta Bowl, Porcelain, seg:season-opener, seg:the-first-kitchen, seg:the-full-table, Serving, Thanksgiving, The Art of the Table, The Sunday Table, TRATTORIA, Wedding, Wedding Season, Weekend Gatherings, kit:eligible",Active
trattoria-decorative-paper-napkins-set-of-20,"Trattoria Decorative Paper Napkins, Set of 20","cat:gifts, cat:new-arrivals, cat:tabletop, Classic/Heritage, Disposable paper; set of 20; 13 in (33 cm) dinner-size square., Easter, Entertaining, Gifting, Hostess Gift, Hostess Gifts, Housewarming, Mediterranean, Mother's Day, Multicolor, Organic Modern, Papel, Paper Napkins, Serving, Thank-You, Thanksgiving, The Sunday Table, TRATTORIA, Weekend Gatherings, kit:eligible",Active
trattoria-porcelain-dinner-plate-11-8-in,"Trattoria Porcelain Dinner Plate, 11.8 in","and dishwasher-safe; handmade., cat:new-arrivals, cat:tabletop, Classic/Heritage, Coastal, Dinner Plate, Entertaining, Everyday Use, Hostess Gift, Housewarming, Lead- and cadmium-free porcelain; microwave-, Multicolor, Organic Modern, oven-, Porcelain, Serving, The Art of the Table, The Dinner Party, The Sunday Table, TRATTORIA, Wedding, Wedding Season, kit:eligible",Active
trattoria-porcelain-dinner-plates-10-6-in-set-of-4,"Trattoria Porcelain Dinner Plates, 10.6 in, Set of 4","and dishwasher-safe., cat:gifts, cat:new-arrivals, cat:tabletop, Certified lead- and cadmium-free; microwave-, Christmas, Classic/Heritage, Dinner Party, Dinner Plate, Entertaining, Everyday Use, Hostess Gift, Housewarming, Mediterranean, Multicolor, Organic Modern, oven-, Porcelain, Thanksgiving, The Art of the Table, The Dinner Party, The Sunday Table, TRATTORIA, Wedding, Wedding Season, kit:eligible",Active
trattoria-porcelain-serving-bowl-11-8-in-30-cm,"Trattoria Porcelain Serving Bowl, 11.8 in (30 cm)","and dishwasher-safe; artisan-made., cat:new-arrivals, cat:tabletop, Christmas, Classic/Heritage, Dinner Party, Entertaining, Hostess Gift, Housewarming, Lead- and cadmium-free; microwave-, Mediterranean, Multicolor, Organic Modern, oven-, Porcelain, Serving, Serving Bowl, Thanksgiving, The Dinner Party, The Sunday Table, TRATTORIA, Wedding, Wedding Season, Weekend Gatherings, kit:eligible",Active
travertine-stone-and-acacia-wood-coasters-set-of-4,"Travertine Stone and Acacia Wood Coasters, Set of 4","Bar & Barware, Beige, cat:gifts, cat:new-arrivals, cat:tabletop, Coaster, Cocktail Hour, Entertaining, Everyday Use, Hostess Gift, Housewarming, Japandi, Minimalist, Natural travertine stone and acacia wood; set of 4 for practical table protection, Organic Modern, seg:season-opener, seg:the-first-kitchen, The Housewarming, TRAVERTINO, Wedding, Wedding Season, Weekend Gatherings, kit:eligible",Active
tree-shaped-bamboo-skewers-set-of-100,"Tree-Shaped Bamboo Skewers, Set of 100","Appetizer Pick, Bamboo, cat:gifts, cat:new-arrivals, cat:tabletop, Christmas, Cocktail Hour, Dura, Entertaining, Hostess Gift, Housewarming, Minimalist, Natural, Natural bamboo and hardwood; 100-piece set; decorative tree-shaped top, Organic Modern, Scandinavian, Serving, Thank-You, Thanksgiving, The Host's Touch, Weekend Gatherings, Wood, kit:eligible",Active
tulip-crystal-wine-glasses-22-0-fl-oz-650-ml-set-of-2,"Tulip Crystal Wine Glasses, 22.0 fl oz (650 mL), Set of 2","Bar & Barware, cat:bar-glassware, cat:gifts, cat:new-arrivals, Christmas, Classic/Heritage, Clear, Cristal, Dinner Party, Dishwasher-safe crystal; tulip bowl concentrates aroma., Entertaining, Hostess Gift, Housewarming, Minimalist, Organic Modern, seg:first-dinner-party, seg:the-full-table, Thanksgiving, The Dinner Party, The Well-Set Bar, TULIPAN, Wedding, Wedding Season, Wine Glass, Wine Night, gift-glass",Active
tutu-white-porcelain-bowl,Tutu White Porcelain Bowl,"cat:new-arrivals, cat:tabletop, Christmas, Entertaining, Everyday Use, Hostess Gift, Hostess Gifts, Housewarming, Microwave- and dishwasher-safe porcelain., Minimalist, Organic Modern, Porcelain, Scandinavian, seg:the-first-kitchen, Serving, Serving Bowl, Thanksgiving, The Dinner Party, The Sunday Table, TUTU, Wedding, Wedding Season, White, kit:eligible",Active
